account_id,notification_date_time,delivery_method,notification_type
123264,2019-12-02 14:45:12,EMAIL,PAST_DUE_BILL_REMINDER
123264,2019-12-02 14:45:13,TEXT,PAST_DUE_BILL_REMINDER
123264,2019-12-30 5:52:42,PAPER,PAPER_CYCLE_4(0900)
123264,2019-12-30 14:45:25,EMAIL,PAST_DUE_BILL_REMINDER
123264,2019-12-30 14:45:25,TEXT,PAST_DUE_BILL_REMINDER
123265,2019-10-06 13:37:34,TEXT,RESEND_REMINDER
123265,2019-10-07 13:45:08,TEXT,RESEND_REMINDER
123266,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123266,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123266,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123266,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123266,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123266,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123266,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123266,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123266,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123266,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123266,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123266,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123266,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123266,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123266,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123266,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123267,2019-11-26 22:49:51,PAPER,PAPER_CYCLE_7(0900)
123267,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_8(0900)
123267,2019-12-30 5:51:44,PAPER,PAPER_CYCLE_9(0900)
123268,2019-11-26 22:49:51,PAPER,PAPER_CYCLE_4(0900)
123268,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_5(0900)
123268,2019-12-30 5:51:43,PAPER,PAPER_CYCLE_6(0900)
123271,2019-11-05 18:11:04,TEXT,PAST_DUE_BILL_REMINDER
123271,2019-11-05 18:11:04,TEXT,PAST_DUE_BILL_REMINDER
123271,2019-11-05 18:11:04,TEXT,PAST_DUE_BILL_REMINDER
123271,2019-11-05 18:11:04,TEXT,PAST_DUE_BILL_REMINDER
123271,2019-11-06 14:45:09,EMAIL,RESEND_INITIAL_BILL
123271,2019-11-06 14:45:09,EMAIL,RESEND_INITIAL_BILL
123271,2019-11-06 14:45:09,EMAIL,RESEND_INITIAL_BILL
123271,2019-11-06 14:45:09,EMAIL,RESEND_INITIAL_BILL
123271,2019-11-06 14:45:09,TEXT,RESEND_INITIAL_BILL
123271,2019-11-06 14:45:09,TEXT,RESEND_INITIAL_BILL
123271,2019-11-06 14:45:09,TEXT,RESEND_INITIAL_BILL
123271,2019-11-06 14:45:09,TEXT,RESEND_INITIAL_BILL
123271,2019-11-06 14:45:09,EMAIL,RESEND_PAST_DUE
123271,2019-11-06 14:45:09,EMAIL,RESEND_PAST_DUE
123271,2019-11-06 14:45:09,EMAIL,RESEND_PAST_DUE
123271,2019-11-06 14:45:09,EMAIL,RESEND_PAST_DUE
123271,2019-11-06 14:45:10,TEXT,RESEND_PAST_DUE
123271,2019-11-06 14:45:10,TEXT,RESEND_PAST_DUE
123271,2019-11-06 14:45:10,TEXT,RESEND_PAST_DUE
123271,2019-11-06 14:45:10,TEXT,RESEND_PAST_DUE
123271,2019-11-08 14:45:07,EMAIL,RESEND_INITIAL_BILL
123271,2019-11-08 14:45:07,EMAIL,RESEND_INITIAL_BILL
123271,2019-11-08 14:45:07,EMAIL,RESEND_INITIAL_BILL
123271,2019-11-08 14:45:07,EMAIL,RESEND_INITIAL_BILL
123271,2019-11-08 14:45:07,TEXT,RESEND_INITIAL_BILL
123271,2019-11-08 14:45:07,TEXT,RESEND_INITIAL_BILL
123271,2019-11-08 14:45:07,TEXT,RESEND_INITIAL_BILL
123271,2019-11-08 14:45:07,TEXT,RESEND_INITIAL_BILL
123271,2019-11-08 14:45:07,EMAIL,RESEND_REMINDER
123271,2019-11-08 14:45:07,EMAIL,RESEND_REMINDER
123271,2019-11-08 14:45:07,EMAIL,RESEND_REMINDER
123271,2019-11-08 14:45:07,EMAIL,RESEND_REMINDER
123271,2019-11-12 14:47:31,EMAIL,RESEND_LAST_CHANCE
123271,2019-11-12 14:47:31,EMAIL,RESEND_LAST_CHANCE
123271,2019-11-12 14:47:31,EMAIL,RESEND_LAST_CHANCE
123271,2019-11-12 14:47:31,EMAIL,RESEND_LAST_CHANCE
123271,2019-11-12 14:47:31,TEXT,RESEND_LAST_CHANCE
123271,2019-11-12 14:47:31,TEXT,RESEND_LAST_CHANCE
123271,2019-11-12 14:47:31,TEXT,RESEND_LAST_CHANCE
123271,2019-11-12 14:47:31,TEXT,RESEND_LAST_CHANCE
123271,2019-11-13 14:45:04,EMAIL,RESEND_INITIAL_BILL
123271,2019-11-13 14:45:04,EMAIL,RESEND_INITIAL_BILL
123271,2019-11-13 14:45:04,EMAIL,RESEND_INITIAL_BILL
123271,2019-11-13 14:45:04,EMAIL,RESEND_INITIAL_BILL
123271,2019-11-13 14:45:04,EMAIL,RESEND_REMINDER
123271,2019-11-13 14:45:04,EMAIL,RESEND_REMINDER
123271,2019-11-13 14:45:04,EMAIL,RESEND_REMINDER
123271,2019-11-13 14:45:04,EMAIL,RESEND_REMINDER
123271,2019-12-30 5:51:44,PAPER,PAPER_CYCLE_7(0900)
123271,2019-12-30 5:51:44,PAPER,PAPER_CYCLE_7(0900)
123271,2019-12-30 5:51:44,PAPER,PAPER_CYCLE_7(0900)
123271,2019-12-30 5:51:44,PAPER,PAPER_CYCLE_7(0900)
123271,2019-12-30 16:27:47,EMAIL,RESEND_INITIAL_BILL
123271,2019-12-30 16:27:47,EMAIL,RESEND_INITIAL_BILL
123271,2019-12-30 16:27:47,EMAIL,RESEND_INITIAL_BILL
123271,2019-12-30 16:27:47,EMAIL,RESEND_INITIAL_BILL
123270,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123270,2019-10-07 13:45:06,TEXT,INITIAL_BILL
123270,2019-10-15 14:51:02,TEXT,BILL_REMINDER
123270,2019-12-02 5:54:26,PAPER,PAPER_CYCLE_3(0002)
123270,2019-12-30 5:52:42,PAPER,PAPER_CYCLE_4(0900)
123272,2019-12-02 5:54:26,PAPER,PAPER_CYCLE_3(0002)
123272,2019-12-30 5:52:42,PAPER,PAPER_CYCLE_4(0900)
123272,2020-01-20 18:03:02,EMAIL,RESEND_INITIAL_BILL
123273,2019-11-05 18:07:20,EMAIL,PAST_DUE_BILL_REMINDER
123273,2019-11-05 18:11:04,EMAIL,PAST_DUE_BILL_REMINDER
123273,2019-11-26 22:49:51,PAPER,PAPER_CYCLE_5(0900)
123273,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_6(0900)
123273,2019-12-30 5:51:44,PAPER,PAPER_CYCLE_7(0900)
123274,2019-10-07 13:45:04,EMAIL,BILL_REMINDER
123274,2019-10-14 13:45:05,EMAIL,PAST_DUE_BILL_REMINDER
123274,2019-10-21 13:45:13,EMAIL,PAST_DUE_BILL_REMINDER
123274,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123274,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123274,2019-12-30 5:51:43,PAPER,PAPER_CYCLE_5(0900)
123275,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123275,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123275,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123275,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123275,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123276,2019-11-26 22:49:51,PAPER,PAPER_CYCLE_7(0900)
123276,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_8(0900)
123276,2019-12-30 5:51:44,PAPER,PAPER_CYCLE_9(0900)
123276,2020-01-02 13:57:54,EMAIL,RESEND_INITIAL_BILL
123276,2020-01-03 14:14:34,EMAIL,RESEND_INITIAL_BILL
123277,2019-10-06 13:37:30,EMAIL,INITIAL_BILL
123277,2019-10-07 13:45:04,EMAIL,INITIAL_BILL
123277,2019-10-15 14:48:00,EMAIL,BILL_REMINDER
123277,2019-10-22 13:47:20,EMAIL,BILL_REMINDER
123277,2019-11-04 14:45:47,EMAIL,BILL_REMINDER
123277,2019-11-12 14:45:22,EMAIL,PAST_DUE_BILL_REMINDER
123277,2019-11-18 14:45:19,EMAIL,PAST_DUE_BILL_REMINDER
123278,2019-10-06 13:37:34,EMAIL,INITIAL_BILL
123278,2019-10-07 13:45:04,EMAIL,INITIAL_BILL
123278,2019-10-15 14:47:59,EMAIL,BILL_REMINDER
123278,2019-10-22 13:45:29,EMAIL,BILL_REMINDER
123278,2019-11-04 14:45:46,EMAIL,BILL_REMINDER
123278,2019-11-12 14:47:36,EMAIL,PAST_DUE_BILL_REMINDER
123278,2019-11-18 14:45:23,EMAIL,PAST_DUE_BILL_REMINDER
123278,2019-11-25 14:46:50,EMAIL,PAST_DUE_BILL_REMINDER
123278,2019-12-02 5:54:26,PAPER,PAPER_CYCLE_3(0002)
123278,2019-12-02 14:45:07,EMAIL,PAST_DUE_BILL_REMINDER
123278,2019-12-30 5:52:42,PAPER,PAPER_CYCLE_4(0900)
123278,2019-12-30 14:45:27,EMAIL,PAST_DUE_BILL_REMINDER
123279,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123279,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123279,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123279,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123279,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-10-07 13:45:06,EMAIL,BILL_REMINDER
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123280,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123281,2019-10-06 13:37:34,EMAIL,INITIAL_BILL
123281,2019-10-07 13:45:04,EMAIL,INITIAL_BILL
123281,2019-10-15 14:48:28,EMAIL,BILL_REMINDER
123281,2019-10-22 13:45:39,EMAIL,BILL_REMINDER
123281,2019-11-04 14:47:06,EMAIL,BILL_REMINDER
123281,2019-11-12 14:47:33,EMAIL,PAST_DUE_BILL_REMINDER
123281,2019-11-18 14:47:21,EMAIL,PAST_DUE_BILL_REMINDER
123281,2019-11-25 14:45:14,EMAIL,PAST_DUE_BILL_REMINDER
123281,2019-12-02 5:54:26,PAPER,PAPER_CYCLE_3(0002)
123281,2019-12-02 14:45:15,EMAIL,PAST_DUE_BILL_REMINDER
123281,2019-12-30 5:52:42,PAPER,PAPER_CYCLE_4(0900)
123281,2019-12-30 14:45:30,EMAIL,PAST_DUE_BILL_REMINDER
123283,2019-10-06 13:37:34,TEXT,INITIAL_BILL
123283,2019-10-07 13:45:08,TEXT,INITIAL_BILL
123283,2019-10-15 14:48:02,TEXT,BILL_REMINDER
123283,2019-10-22 13:47:13,TEXT,BILL_REMINDER
123283,2019-11-04 14:47:14,TEXT,BILL_REMINDER
123284,2019-10-06 13:37:30,EMAIL,INITIAL_BILL
123285,2019-11-26 22:49:51,PAPER,PAPER_CYCLE_7(0900)
123285,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_8(0900)
123285,2019-12-30 5:51:44,PAPER,PAPER_CYCLE_9(0900)
123290,2019-12-02 5:54:26,PAPER,PAPER_CYCLE_3(0002)
123290,2019-12-30 5:52:42,PAPER,PAPER_CYCLE_4(0900)
123287,2019-10-06 13:37:34,EMAIL,INITIAL_BILL
123287,2019-10-07 13:45:06,EMAIL,INITIAL_BILL
123287,2019-10-15 14:47:59,EMAIL,BILL_REMINDER
123287,2019-10-22 13:47:22,EMAIL,BILL_REMINDER
123287,2019-11-04 14:45:40,EMAIL,BILL_REMINDER
123287,2019-11-12 14:45:26,EMAIL,PAST_DUE_BILL_REMINDER
123287,2019-11-18 14:47:15,EMAIL,PAST_DUE_BILL_REMINDER
123287,2019-11-25 14:45:18,EMAIL,PAST_DUE_BILL_REMINDER
123287,2019-12-02 5:54:26,PAPER,PAPER_CYCLE_3(0002)
123287,2019-12-02 14:47:00,EMAIL,PAST_DUE_BILL_REMINDER
123287,2019-12-30 5:52:42,PAPER,PAPER_CYCLE_4(0900)
123287,2019-12-30 14:46:44,EMAIL,PAST_DUE_BILL_REMINDER
123289,2019-10-07 13:45:06,TEXT,BILL_REMINDER
123289,2019-10-14 13:45:08,TEXT,PAST_DUE_BILL_REMINDER
123289,2019-10-21 13:45:21,TEXT,PAST_DUE_BILL_REMINDER
123289,2019-11-26 22:49:50,PAPER,PAPER_CYCLE_3(0002)
123289,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_4(0900)
123289,2019-12-30 5:51:43,PAPER,PAPER_CYCLE_5(0900)
123288,2019-10-06 13:37:33,EMAIL,INITIAL_BILL
123291,2019-10-06 13:37:35,TEXT,INITIAL_BILL
123291,2019-10-07 13:45:07,TEXT,INITIAL_BILL
123291,2019-10-15 14:47:58,TEXT,BILL_REMINDER
123291,2019-10-22 13:45:42,TEXT,BILL_REMINDER
123291,2019-11-04 14:47:09,TEXT,BILL_REMINDER
123291,2019-11-12 14:45:23,TEXT,PAST_DUE_BILL_REMINDER
123286,2019-11-26 22:49:51,PAPER,PAPER_CYCLE_6(0900)
123286,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_7(0900)
123286,2019-12-30 5:51:44,PAPER,PAPER_CYCLE_8(0900)
123292,2019-11-26 22:49:51,PAPER,PAPER_CYCLE_7(0900)
123292,2019-12-02 5:53:39,PAPER,PAPER_CYCLE_8(0900)
123292,2019-12-30 5:51:44,PAPER,PAPER_CYCLE_9(0900)
123293,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123293,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123293,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123293,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123293,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123293,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123293,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123293,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123293,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123293,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123293,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123293,2019-10-06 13:37:33,TEXT,INITIAL_BILL
123293,2019-10-07 13:45:06,TEXT,INITIAL_BILL
123293,2019-10-07 13:45:06,TEXT,INITIAL_BILL
123293,2019-10-07 13:45:06,TEXT,INITIAL_BILL
123293,2019-10-07 13:45:06,TEXT,INITIAL_BILL
123293,2019-10-07 13:45:06,TEXT,INITIAL_BILL
123293,2019-10-07 13:45:06,TEXT,INITIAL_BILL
123293,2019-10-07 13:45:06,TEXT,INITIAL_BILL
123293,2019-10-07 13:45:06,TEXT,INITIAL_BILL
123293,2019-10-07 13:45:06,TEXT,INITIAL_BILL
123293,2019-10-07 13:45:06,TEXT,INITIAL_BILL
123293,2019-10-07 13:45:06,TEXT,INITIAL_BILL
123293,2019-10-07 13:45:06,TEXT,INITIAL_BILL
123293,2019-10-15 14:48:32,TEXT,BILL_REMINDER
123293,2019-10-15 14:48:32,TEXT,BILL_REMINDER
123293,2019-10-15 14:48:32,TEXT,BILL_REMINDER
123293,2019-10-15 14:48:32,TEXT,BILL_REMINDER
123293,2019-10-15 14:48:32,TEXT,BILL_REMINDER
123293,2019-10-15 14:48:32,TEXT,BILL_REMINDER
123293,2019-10-15 14:48:32,TEXT,BILL_REMINDER
123293,2019-10-15 14:48:32,TEXT,BILL_REMINDER
123293,2019-10-15 14:48:32,TEXT,BILL_REMINDER
123293,2019-10-15 14:48:32,TEXT,BILL_REMINDER
123293,2019-10-15 14:48:32,TEXT,BILL_REMINDER
123293,2019-10-15 14:48:32,TEXT,BILL_REMINDER
123293,2019-10-22 13:45:44,TEXT,BILL_REMINDER
123293,2019-10-22 13:45:44,TEXT,BILL_REMINDER
