account_id,notification_date_time,delivery_method,notification_type,login_account_id,event_id,bill_status,tdate,Communication_Preference,OptOut_ts
202166,2020-01-23 16:50:02,TEXT,BILL_REMINDER,202166,3,PAID,2020-01-17 12:04:12,,
202166,2020-01-23 16:50:02,TEXT,BILL_REMINDER,202166,3,PAID,2020-01-24 0:29:18,,
203082,2019-12-12 5:45:56,PAPER,DROP_TO_PAPER(0002),,,,,,
203082,2019-12-13 5:45:29,PAPER,PAPER_CYCLE_7(0900),,,,,,
203082,2020-01-10 5:46:38,PAPER,PAPER_CYCLE_8(0900),,,,,,
205022,2019-12-17 14:45:24,EMAIL,BILL_REMINDER,,,,,OptOut of text but will get email,2019-11-26 13:26:20
205022,2019-12-27 14:45:46,EMAIL,INITIAL_BILL,,,,,OptOut of text but will get email,2019-11-26 13:26:20
205022,2020-01-02 5:46:21,PAPER,DROP_TO_PAPER(0002),,,,,OptOut of text but will get email,2019-11-26 13:26:20
205022,2020-01-07 14:45:38,EMAIL,BILL_REMINDER,,,,,OptOut of text but will get email,2019-11-26 13:26:20
206302,2019-12-11 17:45:15,EMAIL,RESEND_INITIAL_BILL,,,,,,
206302,2019-12-20 17:45:30,EMAIL,BILL_REMINDER,,,,,,
206302,2019-12-20 17:45:31,TEXT,BILL_REMINDER,,,,,,
206526,2019-12-10 5:46:15,PAPER,DROP_TO_PAPER(0002),,,,,,
206526,2019-12-20 16:46:22,TEXT,BILL_REMINDER,,,,,,
206526,2020-01-03 16:47:26,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
206526,2020-01-17 5:45:54,PAPER,PAPER_CYCLE_3(0002),,,,,,
206526,2020-01-17 16:46:00,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
206526,2020-01-22 16:47:20,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
206664,2019-12-06 5:47:17,PAPER,DROP_TO_PAPER(0002),,,,,OptOut of text and email for all practices,2019-12-23 10:04:21
206664,2019-12-13 5:45:56,PAPER,DROP_TO_PAPER(0002),,,,,OptOut of text and email for all practices,2019-12-23 10:04:21
206664,2019-12-13 16:45:57,EMAIL,RESEND_INITIAL_BILL,,,,,OptOut of text and email for all practices,2019-12-23 10:04:21
206664,2019-12-20 16:46:31,EMAIL,BILL_REMINDER,,,,,OptOut of text and email for all practices,2019-12-23 10:04:21
206664,2019-12-24 5:46:16,PAPER,DROP_TO_PAPER(0002),,,,,OptOut of text and email for all practices,2019-12-23 10:04:21
208143,2019-12-27 17:47:16,EMAIL,BILL_REMINDER,,,,,,
208143,2019-12-27 17:47:16,TEXT,BILL_REMINDER,,,,,,
208143,2020-01-07 17:45:57,EMAIL,PAST_DUE_BILL_REMINDER,,,,,,
208143,2020-01-07 17:45:57,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
208143,2020-01-21 5:45:07,PAPER,PAPER_CYCLE_3(0002),,,,,,
208143,2020-01-21 17:45:36,EMAIL,PAST_DUE_BILL_REMINDER,,,,,,
208143,2020-01-21 17:45:37,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
208692,2019-12-06 5:47:20,PAPER,DROP_TO_PAPER(0002),,,,,,
208692,2019-12-10 16:45:23,EMAIL,RESEND_INITIAL_BILL,,,,,,
208692,2019-12-27 16:56:27,EMAIL,BILL_REMINDER,,,,,,
208692,2019-12-27 16:56:28,TEXT,BILL_REMINDER,,,,,,
208692,2020-01-08 16:45:42,EMAIL,PAST_DUE_BILL_REMINDER,,,,,,
208692,2020-01-08 16:45:42,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
208692,2020-01-23 16:45:48,EMAIL,INITIAL_BILL,,,,,,
208692,2020-01-23 16:45:49,TEXT,INITIAL_BILL,,,,,,
208807,2019-12-06 5:47:21,PAPER,DROP_TO_PAPER(0002),,,,,,
208807,2019-12-27 16:56:25,TEXT,BILL_REMINDER,,,,,,
208807,2020-01-08 16:46:59,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
208807,2020-01-22 5:45:54,PAPER,PAPER_CYCLE_3(0002),,,,,,
208807,2020-01-22 16:47:31,TEXT,PAST_DUE_BILL_REMINDER,,,,,,
210435,2019-12-10 16:45:37,TEXT,BILL_REMINDER,210435,6,,2020-01-24 10:37:23,,
210435,2019-12-12 5:46:00,PAPER,DROP_TO_PAPER(0002),210435,6,,2020-01-24 10:37:23,,
210435,2020-01-02 16:50:36,EMAIL,BILL_REMINDER,210435,6,,2020-01-24 10:37:23,,
210435,2020-01-02 16:50:37,TEXT,BILL_REMINDER,210435,6,,2020-01-24 10:37:23,,
210435,2020-01-14 16:46:11,EMAIL,PAST_DUE_BILL_REMINDER,210435,6,,2020-01-24 10:37:23,,
210435,2020-01-14 16:46:12,TEXT,PAST_DUE_BILL_REMINDER,210435,6,,2020-01-24 10:37:23,,
210435,2020-01-20 5:48:38,PAPER,PAPER_CYCLE_3(0002),210435,6,,2020-01-24 10:37:23,,
210435,2020-01-20 16:46:27,EMAIL,PAST_DUE_BILL_REMINDER,210435,6,,2020-01-24 10:37:23,,
210435,2020-01-20 16:46:28,TEXT,PAST_DUE_BILL_REMINDER,210435,6,,2020-01-24 10:37:23,,
210759,2019-12-06 5:47:20,PAPER,DROP_TO_PAPER(0002),,,,,OptOut of text and email for all practices,2019-12-12 15:11:24
210759,2019-12-13 17:45:05,EMAIL,RESEND_INITIAL_BILL,,,,,OptOut of text and email for all practices,2019-12-12 15:11:24
211021,2019-12-09 5:47:28,PAPER,DROP_TO_PAPER(0002),,,,,,
211021,2020-01-06 5:49:09,PAPER,PAPER_CYCLE_3(0002),,,,,,
211022,2019-12-09 5:47:28,NO_DUNNING,DROP_TO_PAPER(0002),,,,,,
211022,2019-12-12 14:45:27,NO_DUNNING,NO_DUNNING,,,,,,
211022,2019-12-17 5:47:53,NO_DUNNING,DROP_TO_PAPER(0002),,,,,,
211022,2019-12-19 14:45:33,NO_DUNNING,NO_DUNNING,,,,,,
211022,2020-01-03 14:45:35,NO_DUNNING,NO_DUNNING,,,,,,
211022,2020-01-17 14:45:06,NO_DUNNING,NO_DUNNING,,,,,,
211023,2019-12-09 14:45:49,TEXT,INITIAL_BILL,,,,,,
211023,2019-12-12 14:45:33,TEXT,BILL_REMINDER,,,,,,
211023,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),,,,,,
211023,2019-12-19 14:45:26,TEXT,BILL_REMINDER,,,,,,
211024,2019-12-09 14:45:45,NO_DUNNING,NO_DUNNING,,,,,,
211024,2019-12-12 14:45:57,NO_DUNNING,NO_DUNNING,,,,,,
211024,2019-12-17 5:47:53,NO_DUNNING,DROP_TO_PAPER(0002),,,,,,
211024,2019-12-19 14:45:27,NO_DUNNING,NO_DUNNING,,,,,,
211024,2020-01-03 14:45:38,NO_DUNNING,NO_DUNNING,,,,,,
211024,2020-01-17 14:45:09,NO_DUNNING,NO_DUNNING,,,,,,
211025,2019-12-09 14:45:42,TEXT,INITIAL_BILL,211025,3,PAID,2019-12-21 10:38:15,,
211025,2019-12-12 14:45:32,TEXT,BILL_REMINDER,211025,3,PAID,2019-12-21 10:38:15,,
211025,2019-12-17 5:47:54,PAPER,DROP_TO_PAPER(0002),211025,3,PAID,2019-12-21 10:38:15,,
211025,2019-12-19 14:45:22,TEXT,BILL_REMINDER,211025,3,PAID,2019-12-21 10:38:15,,
211026,2019-12-09 14:45:17,TEXT,INITIAL_BILL,,,,,,
211026,2019-12-12 14:45:32,TEXT,BILL_REMINDER,,,,,,
211026,2019-12-17 5:47:53,PAPER,DROP_TO_PAPER(0002),,,,,,
211026,2019-12-19 14:45:24,TEXT,BILL_REMINDER,,,,,,
211026,2020-01-03 14:45:24,TEXT,BILL_REMINDER,,,,,,
